person_id,name,gender,age,id_card,insurance_type,region,register_date,status,name_mask,id_card_mask,person_id_mask
P202300910,于语嫣,女,88,410106193610181568,城职,许昌市,2020-12-25,在保,于**,4101****1568,P2023****0
P202302517,林勇,男,51,410104197304214848,城乡居民,信阳市,2023-07-03,在保,林*,4101****4848,P2023****7
P202300182,黄建国,男,34,410104199003119552,城镇职工,焦作市,2022-11-28,停保,黄**,4101****9552,P2023****2
P202300165,阎国强,男,67,410202195703023616,城乡居民,焦作市,2023-08-09,在保,阎**,4102****3616,P2023****5
P202301524,程辉,男,32,410103199204248512,城乡居民,信阳市,2022-02-16,在保,程*,4101****8512,P2023****4
P202300452,曹佳慧,女,67,410702195701179008,城乡居民,信阳市,2020-12-05,在保,曹**,4107****9008,P2023****2
P202303984,周浩然,男,29,410302199508229184,城乡居民,焦作市,2020-07-03,退保,周**,4103****9184,P2023****4
P202302539,周文彬,男,27,410105199708176768,城镇职工,鹤壁市,2020-08-31,在保,周**,4101****6768,P2023****9
P202304148,贾玉兰,女,48,410702197604168960,城镇职工,安阳市,2023-04-19,在保,贾**,4107****8960,P2023****8
P202304825,冯丽,女,48,410302197611150016,城乡居民,漯河市,2020-11-16,在保,冯*,4103****0016,P2023****5
P202301312,贾天宇,男,64,410102196010095680,城乡居民,洛阳市,2024-03-01,在保,贾**,4101****5680,P2023****2
P202303150,胡雪,女,33,410106199112206400,城镇职工,洛阳市,2020-10-12,停保,胡*,4101****6400,P2023****0
P202301112,林国强,男,53,410302197106077632,城乡居民,新乡市,2022-02-12,在保,林**,4103****7632,P2023****2
P202304641,林敏,女,64,410104196006056960,城乡居民,开封市,2021-07-24,在保,林*,4101****6960,P2023****1
P202303875,郭志强,男,36,410103198803218496,城镇职工,信阳市,2022-10-08,在保,郭**,4101****8496,P2023****5
P202303490,叶凤英,女,21,410106200312262208,城镇职工,新乡市,2021-02-08,停保,叶**,4101****2208,P2023****0
P202301288,阎浩然,男,59,410302196509143616,灵活就业,南阳市,2023-05-12,在保,阎**,4103****3616,P2023****8
P202304220,程伟,男,17,410104200710082240,城镇职工,新乡市,2020-09-20,在保,程*,4101****2240,P2023****0
P202304693,高玲,女,67,410106195702092992,城乡居民,许昌市,2023-12-26,停保,高*,4101****2992,P2023****3
P202303681,马俊杰,男,29,410102199504272256,城乡居民,漯河市,2022-01-28,停保,马**,4101****2256,P2023****1
P202304375,高雨彤,女,67,410106195703261056,城乡居民,许昌市,2020-11-05,在保,高**,4101****1056,P2023****5
P202304211,薛思琪,女,45,410103197903223872,灵活就业,安阳市,2023-06-02,在保,薛**,4101****3872,P2023****1
P202303301,李芳,女,56,410302196803086912,城乡居民,安阳市,2021-10-02,在保,李*,4103****6912,P2023****1
P202303311,刘浩,男,28,410502199611171648,灵活就业,南阳市,2023-08-24,在保,刘*,4105****1648,P2023****1
P202304602,董语嫣,女,66,410302195809110080,灵活就业,郑州市,2021-10-18,在保,董**,4103****0080,P2023****2
P202303126,丁明,男,63,410702196105031936,城镇职工,安阳市,2020-05-25,在保,丁*,4107****1936,P2023****6
P202300328,周秀英,女,64,410202196002029632,灵活就业,郑州市,2020-12-10,停保,周**,4102****9632,P2023****8
P202301791,郑志强,男,16,410106200812125760,城乡居民,信阳市,2023-01-01,在保,郑**,4101****5760,P2023****1
P202302491,唐芳,女,49,410202197509147008,城乡居民,周口市,2021-07-05,在保,唐*,4102****7008,P2023****1
P202302007,高敏,女,50,410102197401186624,灵活就业,信阳市,2022-12-23,在保,高*,4101****6624,P2023****7
P202302008,吴嘉伟,男,35,410202198912184576,城镇职工,漯河市,2023-02-14,在保,吴**,4102****4576,P2023****8
P202301859,曾紫薇,女,55,410302196905185600,城镇职工,郑州市,2022-10-26,退保,曾**,4103****5600,P2023****9
P202304733,贾磊,男,31,410105199308057792,城乡居民,周口市,2024-02-20,在保,贾*,4101****7792,P2023****3
P202300313,高桂英,女,64,410202196005270784,城镇职工,焦作市,2020-09-01,在保,高**,4102****0784,P2023****3
P202300833,阎宇航,男,31,410102199302153792,城乡居民,信阳市,2020-01-20,在保,阎**,4101****3792,P2023****3
P202303080,李玉兰,女,45,410105197912233152,城乡居民,安阳市,2024-04-09,退保,李**,4101****3152,P2023****0
P202304766,马鹏,男,54,410302197010157184,城乡居民,洛阳市,2022-11-11,在保,马*,4103****7184,P2023****6
P202303463,林勇,男,52,410103197201200896,城镇职工,漯河市,2023-03-31,在保,林*,4101****0896,P2023****3
P202301202,赵娟,女,42,410106198207153344,城镇职工,商丘市,2022-05-20,在保,赵*,4101****3344,P2023****2
P202304436,丁晨曦,男,62,410102196210119744,灵活就业,平顶山市,2020-01-21,在保,丁**,4101****9744,P2023****6
P202303548,沈明,男,76,410102194806105408,灵活就业,许昌市,2022-07-07,在保,沈*,4101****5408,P2023****8
P202304073,高军,男,22,410103200207142400,城镇职工,南阳市,2021-01-01,退保,高*,4101****2400,P2023****3
P202302135,赵莉,女,43,410702198106212096,灵活就业,漯河市,2022-01-02,在保,赵*,4107****2096,P2023****5
P202303452,杨玲,女,27,410702199711012992,城镇职工,焦作市,2022-07-19,停保,杨*,4107****2992,P2023****2
P202302210,黄莉,女,49,410103197508270080,城镇职工,安阳市,2021-09-19,在保,黄*,4101****0080,P2023****0
P202301902,罗飞,男,43,410104198108042816,城乡居民,商丘市,2020-10-08,在保,罗*,4101****2816,P2023****2
P202304051,陈桂英,女,3,410106198812145088,城乡居民,商丘市,2022-01-24,在保,陈**,4101****5088,P2023****1
P202301482,傅静,女,43,410202198108116224,城乡居民,新乡市,2023-08-15,在保,傅*,4102****6224,P2023****2
P202300778,王涛,男,45,410102197912078784,城镇职工,新乡市,2022-09-12,在保,王*,4101****8784,P2023****8
P202300800,贾玉兰,女,50,410302197404100864,灵活就业,驻马店市,2021-11-16,在保,贾**,4103****0864,P2023****0
P202303715,郭军,男,68,410102195608196736,城乡居民,平顶山市,2021-09-30,在保,郭*,4101****6736,P2023****5
P202303943,魏思琪,女,39,410202198501252864,城乡居民,周口市,2020-04-24,退保,魏**,4102****2864,P2023****3
P202300055,叶国强,男,68,410102195606107712,城镇职工,鹤壁市,2022-05-08,在保,叶**,4101****7712,P2023****5
P202302973,董淑珍,女,25,410202199904264384,城乡居民,新乡市,2022-01-23,停保,董**,4102****4384,P2023****3
P202303336,胡娟,女,25,410106199904280320,城镇职工,焦作市,2022-12-30,在保,胡*,4101****0320,P2023****6
P202301921,韩伟,男,14,410103201009280064,城镇职工,焦作市,2020-10-12,停保,韩*,4101****0064,P2023****1
P202303716,林海涛,男,47,410103197706168256,城乡居民,驻马店市,2021-11-09,在保,林**,4101****8256,P2023****6
P202304694,黄思琪,女,59,410402196505112256,灵活就业,鹤壁市,2021-08-30,在保,黄**,4104****2256,P2023****4
P202300947,蔡宇航,男,22,410104200207146944,灵活就业,漯河市,2020-04-25,在保,蔡**,4101****6944,P2023****7
P202301702,叶桂英,女,58,410103196608178816,灵活就业,平顶山市,2023-02-05,在保,叶**,4101****8816,P2023****2
P202303294,邓玉兰,女,56,410402196804029632,城乡居民,平顶山市,2022-08-04,在保,邓**,4104****9632,P2023****4
P202302162,程娟,女,54,410502197004279552,城乡居民,开封市,2020-07-13,在保,程*,4105****9552,P2023****2
P202301137,沈天宇,男,71,410502195305057152,灵活就业,周口市,2023-04-04,在保,沈**,4105****7152,P2023****7
P202300988,贾梦瑶,女,65,410105195906144896,灵活就业,驻马店市,2022-05-24,在保,贾**,4101****4896,P2023****8
P202302550,薛芳,女,87,410702193707238400,城乡居民,洛阳市,2023-01-01,停保,薛*,4107****8400,P2023****0
P202300194,傅玉兰,女,27,410105199710174144,城乡居民,郑州市,2020-04-02,在保,傅**,4101****4144,P2023****4
P202303058,魏强,男,53,410102197110034304,城乡居民,信阳市,2021-04-12,在保,魏*,4101****4304,P2023****8
P202303247,傅芳,女,57,410102196712044800,城乡居民,许昌市,2022-11-19,在保,傅*,4101****4800,P2023****7
P202301395,萧辉,男,43,410102198108204480,城乡居民,周口市,2022-06-12,在保,萧*,4101****4480,P2023****5
P202302638,张秀英,女,66,410104195808140928,城镇职工,南阳市,2023-09-21,在保,张**,4101****0928,P2023****8
P202300769,杨紫薇,女,38,410202198610064448,城镇职工,洛阳市,2020-03-23,在保,杨**,4102****4448,P2023****9
P202304751,曾雪,女,69,410105195507139520,城镇职工,商丘市,2021-05-20,在保,曾*,4101****9520,P2023****1
P202303091,孙婷,女,17,未知,城镇职工,鹤壁市,2020-01-04,在保,孙*,未知,P2023****1
P202303496,杨天宇,男,84,410202194010129472,城镇职工,许昌市,2023-02-05,在保,杨**,4102****9472,P2023****6
P202303216,蔡宇航,男,82,未知,城镇职工,许昌市,2023-10-06,在保,蔡**,未知,P2023****6
P202300286,梁天宇,男,14,410702201005285248,城镇职工,开封市,2024-03-16,在保,梁**,4107****5248,P2023****6
P202304989,张浩,男,53,410102197108170816,灵活就业,许昌市,2020-05-21,在保,张*,4101****0816,P2023****9
P202304802,林俊杰,男,48,410702197605050176,城镇职工,驻马店市,2021-07-02,在保,林**,4107****0176,P2023****2
P202302333,贾晓红,女,22,410103200210067520,城乡居民,安阳市,2024-04-29,在保,贾**,4101****7520,P2023****3
P202302718,彭杰,男,65,410702195907165824,城镇职工,鹤壁市,2021-05-31,在保,彭*,4107****5824,P2023****8
P202302080,宋建国,男,41,410103198303053248,灵活就业,郑州市,2023-04-12,在保,宋**,4101****3248,P2023****0
P202303390,贾淑珍,女,52,410502197204151424,城镇职工,信阳市,2023-10-12,在保,贾**,4105****1424,P2023****0
P202300723,徐萍,女,25,410302199904166528,城镇职工,鹤壁市,2023-01-02,在保,徐*,4103****6528,P2023****3
P202300952,曾杰,男,56,410302196805191296,城镇职工,焦作市,2020-05-10,在保,曾*,4103****1296,P2023****2
P202304411,韩婷,女,37,410106198712188288,城乡居民,焦作市,2020-12-14,在保,韩*,4101****8288,P2023****1
P202302263,叶梦瑶,女,72,410102195212049024,城乡居民,漯河市,2020-11-14,在保,叶**,4101****9024,P2023****3
P202300990,刘永强,男,50,410105197405162880,城乡居民,洛阳市,2022-06-01,在保,刘**,4101****2880,P2023****0
P202303213,韩敏,女,80,410105194406220288,灵活就业,信阳市,2022-11-06,在保,韩*,4101****0288,P2023****3
P202301760,曹萍,女,73,410302195109058752,城乡居民,周口市,2022-06-12,在保,曹*,4103****8752,P2023****0
P202304149,孙浩,男,40,410106198405268864,城乡居民,驻马店市,2023-08-16,在保,孙*,4101****8864,P2023****9
P202301725,卢娟,女,33,410502199103229184,灵活就业,平顶山市,2020-02-05,在保,卢*,4105****9184,P2023****5
P202300342,孙文彬,男,54,410702197004215808,城镇职工,漯河市,2022-10-13,在保,孙**,4107****5808,P2023****2
P202303702,蔡诗涵,女,76,410105194809045184,城镇职工,新乡市,2023-12-14,在保,蔡**,4101****5184,P2023****2
P202300689,黄梦瑶,女,62,410106196207065024,城乡居民,郑州市,2020-09-01,在保,黄**,4101****5024,P2023****9
P202303433,苏佳慧,女,59,410102196506111232,城乡居民,洛阳市,2023-10-07,在保,苏**,4101****1232,P2023****3
P202300967,蔡建国,男,37,410104198703135808,城乡居民,郑州市,2024-01-25,在保,蔡**,4101****5808,P2023****7
P202304776,赵佳慧,女,64,410103196004134976,城镇职工,信阳市,2022-02-16,退保,赵**,4101****4976,P2023****6
P202302204,董雨彤,女,26,410102199803250368,城乡,周口市,2021-11-17,在保,董**,4101****0368,P2023****4
P202302714,蒋娟,女,24,410103200006168064,城镇职工,洛阳市,2020-06-18,停保,蒋*,4101****8064,P2023****4
P202303573,彭磊,男,55,410202196904060416,城镇职工,南阳市,2021-08-06,在保,彭*,4102****0416,P2023****3
P202301991,沈斌,男,64,410106196011203840,城镇职工,信阳市,2021-01-23,在保,沈*,4101****3840,P2023****1
P202304121,刘子轩,男,39,410102198508124224,城乡居民,开封市,2021-05-03,在保,刘**,4101****4224,P2023****1
P202304362,王辉,男,35,410202198911289920,城镇职工,商丘市,2021-08-03,在保,王*,4102****9920,P2023****2
P202304792,陈淑珍,女,42,410105198209132160,灵活就业,洛阳市,2021-05-10,在保,陈**,4101****2160,P2023****2
P202303601,马涛,男,35,410502198904023168,城镇职工,商丘市,2022-09-18,在保,马*,4105****3168,P2023****1
P202304613,高斌,男,75,410402194901115904,城乡居民,安阳市,2020-08-30,在保,高*,4104****5904,P2023****3
P202301963,苏杰,男,59,410702196512251520,城乡居民,平顶山市,2021-03-29,在保,苏*,4107****1520,P2023****3
P202304167,阎勇,男,44,410102198008052800,城乡居民,漯河市,2022-09-28,在保,阎*,4101****2800,P2023****7
P202300386,曹玉兰,女,52,410104197207012352,城乡居民,许昌市,2020-09-25,在保,曹**,4101****2352,P2023****6
P202304415,沈桂英,女,53,410106197104043456,城乡居民,信阳市,2020-05-24,在保,沈**,4101****3456,P2023****5
P202304615,蔡娜,女,51,410106197310148480,城乡居民,鹤壁市,2020-10-31,在保,蔡*,4101****8480,P2023****5
P202300537,叶萍,女,34,410103199004142976,城乡居民,开封市,2020-09-27,在保,叶*,4101****2976,P2023****7
P202304713,曾静,女,57,410103196710286592,城乡居民,许昌市,2020-02-05,在保,曾*,4101****6592,P2023****3
P202303508,刘超,男,48,410302197610194496,城乡居民,漯河市,2021-06-30,停保,刘*,4103****4496,P2023****8
P202300202,吕慧,女,60,410105196405183040,城职,安阳市,2024-04-28,在保,吕*,4101****3040,P2023****2
P202301333,邓强,男,46,410502197806015808,灵活就业,郑州市,2022-10-29,停保,邓*,4105****5808,P2023****3
P202303503,罗鹏,男,50,410105197407095104,城镇职工,开封市,2024-04-01,在保,罗*,4101****5104,P2023****3
P202302709,程敏,女,43,410302198102225920,城乡居民,商丘市,2022-08-30,在保,程*,4103****5920,P2023****9
P202304022,胡海涛,男,24,410106200005172288,城镇职工,焦作市,2022-05-11,在保,胡**,4101****2288,P2023****2
P202301855,孙志强,男,68,410502195609083392,城镇职工,焦作市,2020-08-07,在保,孙**,4105****3392,P2023****5
P202304961,冯欣怡,女,44,410302198005029248,城乡居民,平顶山市,2023-05-05,停保,冯**,4103****9248,P2023****1
P202302873,董晨曦,男,12,410103201208102848,城镇职工,信阳市,2023-01-01,停保,董**,4101****2848,P2023****3
P202303031,叶玲,女,5,410202201906260288,灵活就业,驻马店市,2022-05-18,在保,叶*,4102****0288,P2023****1
P202301206,董秀兰,女,50,410104197409077952,城镇职工,周口市,2023-06-04,在保,董**,4101****7952,P2023****6
P202301646,谢飞,男,57,410302196711176960,灵活就业,信阳市,2023-09-20,在保,谢*,4103****6960,P2023****6
P202303418,周婷,女,53,410102197111113984,灵活就业,焦作市,2020-06-28,在保,周*,4101****3984,P2023****8
P202303477,王宇航,男,67,410106195705121472,城镇职工,平顶山市,2023-05-08,在保,王**,4101****1472,P2023****7
P202302862,丁莉,女,58,410105196608113152,城乡居民,开封市,2023-12-29,在保,丁*,4101****3152,P2023****2
P202301793,唐强,男,47,410104197712159808,城乡居民,商丘市,2022-08-18,在保,唐*,4101****9808,P2023****3
P202303798,林文博,男,53,410102197105246080,城镇职工,许昌市,2023-09-14,在保,林**,4101****6080,P2023****8
P202303369,张思琪,女,57,410702196705039552,灵活就业,信阳市,2024-01-30,在保,张**,4107****9552,P2023****9
P202303368,赵诗涵,女,53,410502197109059072,城镇职工,鹤壁市,2022-12-10,停保,赵**,4105****9072,P2023****8
P202303534,曹斌,男,27,410402199701119360,灵活就业,平顶山市,2020-01-24,在保,曹*,4104****9360,P2023****4
P202304438,刘雨彤,女,45,410106197903249024,城乡居民,鹤壁市,2022-04-05,在保,刘**,4101****9024,P2023****8
P202303450,袁娜,女,42,410104198212152704,城镇职工,南阳市,2022-06-04,在保,袁*,4101****2704,P2023****0
P202300604,周语嫣,女,74,410202195009020032,城镇职工,鹤壁市,2022-01-05,在保,周**,4102****0032,P2023****4
P202303057,许梦瑶,女,40,410106198403104832,城镇职工,鹤壁市,2022-05-07,退保,许**,4101****4832,P2023****7
P202304405,薛雨彤,女,47,410103197712152704,城乡居民,开封市,2020-03-09,退保,薛**,4101****2704,P2023****5
P202300127,蒋敏,女,32,410302199212029888,城镇职工,周口市,2021-10-01,在保,蒋*,4103****9888,P2023****7
P202303877,赵建国,男,67,410104195701016448,城乡居民,新乡市,2023-04-02,在保,赵**,4101****6448,P2023****7
P202302936,于浩,男,76,410103194812211200,城镇职工,周口市,2022-10-06,在保,于*,4101****1200,P2023****6
P202303532,徐文彬,男,83,410302194102282240,城镇职工,洛阳市,2020-09-17,在保,徐**,4103****2240,P2023****2
P202302731,丁娟,女,72,410103195201126976,城镇职工,新乡市,2023-10-13,在保,丁*,4101****6976,P2023****1
P202300828,张丽,女,40,410702198402100928,城乡居民,许昌市,2020-09-08,在保,张*,4107****0928,P2023****8
P202301640,王思琪,女,30,410106199410267456,城乡居民,信阳市,2023-01-26,在保,王**,4101****7456,P2023****0
P202300985,阎敏,女,49,410105197511274368,灵活就业,信阳市,2023-12-17,在保,阎*,4101****4368,P2023****5
P202303282,傅晨曦,男,50,410102197407140800,城乡,许昌市,2021-09-03,在保,傅**,4101****0800,P2023****2
P202303050,于俊杰,男,71,410702195311150848,城镇职工,周口市,2020-12-03,退保,于**,4107****0848,P2023****0
P202302189,沈杰,男,42,410502198205205248,城镇职工,平顶山市,2021-07-06,停保,沈*,4105****5248,P2023****9
P202304894,蒋建华,男,47,410202197709258752,城镇职工,安阳市,2023-04-10,在保,蒋**,4102****8752,P2023****4
P202302444,唐明,男,62,410302196204148480,城镇职工,焦作市,2020-03-31,在保,唐*,4103****8480,P2023****4
P202300363,阎诗涵,女,48,410302197610210944,城镇职工,信阳市,2021-03-08,停保,阎**,4103****0944,P2023****3
P202302350,蒋静,女,42,410103198204289088,灵活就业,平顶山市,2022-04-20,在保,蒋*,4101****9088,P2023****0
P202300346,徐浩,男,54,410102197005013248,城镇职工,洛阳市,2020-05-31,在保,徐*,4101****3248,P2023****6
P202300815,韩娟,女,68,410202195609029824,灵活就业,许昌市,2021-07-22,在保,韩*,4102****9824,P2023****5
P202303206,卢伟,男,37,410402198710106304,城乡居民,周口市,2024-01-30,在保,卢*,4104****6304,P2023****6
P202303907,赵志强,男,73,410104195102154304,城镇职工,焦作市,2020-06-02,停保,赵**,4101****4304,P2023****7
P202304845,许伟,男,70,410105195404099008,城镇职工,郑州市,2021-06-24,在保,许*,4101****9008,P2023****5
P202303326,吴娟,女,58,410302196608023040,城乡居民,漯河市,2022-09-18,在保,吴*,4103****3040,P2023****6
P202304107,丁语嫣,女,44,410103198005208320,城镇职工,信阳市,2023-01-01,在保,丁**,4101****8320,P2023****7
P202302117,邓志强,男,45,410102197907165056,城镇职工,洛阳市,2023-08-25,在保,邓**,4101****5056,P2023****7
P202301835,周天宇,男,38,410102198601022720,灵活就业,南阳市,2022-05-21,在保,周**,4101****2720,P2023****5
P202300794,阎紫薇,女,27,410402199706105152,城镇职工,洛阳市,2021-06-28,在保,阎**,4104****5152,P2023****4
P202304997,陈桂英,女,62,410702196206042752,城镇职工,漯河市,2022-07-26,在保,陈**,4107****2752,P2023****7
P202302675,薛飞,男,31,410702199308197952,城乡居民,安阳市,2023-11-03,停保,薛*,4107****7952,P2023****5
P202300095,薛慧,女,42,410302198207228096,城乡居民,信阳市,2020-03-16,在保,薛*,4103****8096,P2023****5
P202303757,魏婷,女,51,410104197308241984,灵活就业,信阳市,2023-12-24,停保,魏*,4101****1984,P2023****7
P202302892,董语嫣,女,11,410502201310270912,城镇职工,信阳市,2024-02-10,在保,董**,4105****0912,P2023****2
P202302372,蔡萍,女,40,410102198407167680,城乡居民,周口市,2022-04-29,在保,蔡*,4101****7680,P2023****2
P202304934,叶子轩,男,70,410202195410231744,灵活就业,开封市,2022-01-27,在保,叶**,4102****1744,P2023****4
P202304477,罗建华,男,41,未知,城乡居民,郑州市,2020-06-03,在保,罗**,未知,P2023****7
P202303229,于海涛,男,64,410402196001240704,灵活就业,商丘市,2020-08-08,在保,于**,4104****0704,P2023****9
P202302854,黄佳慧,女,53,410105197101027840,城乡居民,平顶山市,2023-04-20,在保,黄**,4101****7840,P2023****4
P202302913,周永强,男,36,410202198808057792,城乡居民,驻马店市,2023-07-08,在保,周**,4102****7792,P2023****3
P202301866,贾鹏,男,20,410702200407138624,城镇职工,信阳市,2024-03-27,在保,贾*,4107****8624,P2023****6
P202301858,吴秀英,女,45,410104197909111040,城镇职工,开封市,2020-11-23,退保,吴**,4101****1040,P2023****8
P202302646,杨飞,男,35,410104198909132288,城乡居民,安阳市,2020-02-11,停保,杨*,4101****2288,P2023****6
P202302244,卢丽,女,21,410402200307088704,灵活就业,南阳市,2020-02-21,在保,卢*,4104****8704,P2023****4
P202302337,阎飞,男,59,410402196503138048,城乡居民,郑州市,2024-02-23,在保,阎*,4104****8048,P2023****7
P202300951,黄志强,男,45,410502197904016000,城乡居民,周口市,2022-09-09,在保,黄**,4105****6000,P2023****1
P202303069,丁嘉伟,男,54,410105197002136320,城镇职工,周口市,2020-10-21,在保,丁**,4101****6320,P2023****9
P202301121,罗鹏,男,69,410702195511155584,城镇职工,南阳市,2022-06-13,在保,罗*,4107****5584,P2023****1
P202302598,张军,男,53,410103197103128064,灵活就业,郑州市,2023-01-01,在保,张*,4101****8064,P2023****8
P202302205,唐晨曦,男,32,410104199202193664,城乡居民,南阳市,2023-01-18,在保,唐**,4101****3664,P2023****5
P202300420,林婷,女,51,410106197312220480,城乡居民,南阳市,2022-05-03,退保,林*,4101****0480,P2023****0
P202300923,苏杰,男,52,410103197207042816,城镇职工,焦作市,2020-03-01,在保,苏*,4101****2816,P2023****3
P202301255,郑鹏,男,72,410502195203250240,城镇职工,平顶山市,2023-06-16,在保,郑*,4105****0240,P2023****5
P202300478,傅嘉伟,男,55,410202196906079168,城镇职工,安阳市,2021-01-09,停保,傅**,4102****9168,P2023****8
P202302036,李辉,男,95,410104192911010752,城镇职工,鹤壁市,2023-08-28,在保,李*,4101****0752,P2023****6
P202301203,梁思琪,女,52,410302197212057920,城镇职工,鹤壁市,2022-09-28,在保,梁**,4103****7920,P2023****3
P202302627,胡桂英,女,75,410402194903067840,灵活就业,周口市,2020-09-25,停保,胡**,4104****7840,P2023****7
P202304868,吕斌,男,49,410106197503206528,城镇职工,开封市,2022-03-11,在保,吕*,4101****6528,P2023****8
P202301971,孙涛,男,60,410104196402218176,城镇职工,许昌市,2023-09-14,在保,孙*,4101****8176,P2023****1
P202303111,曹建国,男,29,410106199508216256,城乡,周口市,2023-02-14,在保,曹**,4101****6256,P2023****1
P202304019,韩敏,女,40,410202198411084160,城乡居民,许昌市,2022-12-23,在保,韩*,4102****4160,P2023****9
P202302152,黄诗涵,女,79,410402194502125952,城乡居民,许昌市,2023-03-15,在保,黄**,4104****5952,P2023****2
P202303688,蔡磊,男,54,410202197004107264,城乡居民,许昌市,2020-04-26,在保,蔡*,4102****7264,P2023****8
P202301998,蒋婷,女,34,410102199006242752,城乡居民,鹤壁市,2022-08-14,在保,蒋*,4101****2752,P2023****8
P202304034,赵磊,男,0,410702202411022016,灵活就业,周口市,2021-09-06,停保,赵*,4107****2016,P2023****4
P202303055,彭文博,男,81,410402194302119232,城镇职工,平顶山市,2023-12-27,停保,彭**,4104****9232,P2023****5
P202301249,何雨彤,女,54,410103197008125952,城镇职工,焦作市,2024-04-30,在保,何**,4101****5952,P2023****9
P202302193,袁志强,男,86,410402193808217664,城镇职工,驻马店市,2021-03-31,在保,袁**,4104****7664,P2023****3
P202302713,曾磊,男,30,410105196610230144,城乡居民,郑州市,2022-01-11,在保,曾*,4101****0144,P2023****3
P202300993,周海涛,男,45,410103197901199936,城乡居民,新乡市,2023-12-14,在保,周**,4101****9936,P2023****3
P202302191,胡芳,女,21,410302200309181248,城乡居民,平顶山市,2022-02-24,在保,胡*,4103****1248,P2023****1
P202303763,董浩然,男,35,410302198908168128,灵活就业,开封市,2021-02-26,在保,董**,4103****8128,P2023****3
P202303598,未知,男,68,410502195610037568,城镇职工,郑州市,2020-03-19,在保,未知,4105****7568,P2023****8
P202301319,叶斌,男,39,410103198508116544,城乡居民,鹤壁市,2021-01-09,在保,叶*,4101****6544,P2023****9
P202301864,何飞,男,18,410103200607117952,城乡居民,漯河市,2020-12-05,在保,何*,4101****7952,P2023****4
P202302344,刘莉,女,40,410105198403034880,城镇职工,商丘市,2020-03-21,在保,刘*,4101****4880,P2023****4
P202302450,贾玲,女,37,410105198709031296,灵活就业,郑州市,2023-07-15,在保,贾*,4101****1296,P2023****0
P202302137,魏晓红,女,51,410103197309161664,城镇职工,漯河市,2023-08-09,在保,魏**,4101****1664,P2023****7
P202301066,苏国强,男,29,410106199509069696,城乡居民,新乡市,2020-07-09,在保,苏**,4101****9696,P2023****6
P202302465,马霞,女,65,410502195903112448,城镇职工,鹤壁市,2022-03-19,停保,马*,4105****2448,P2023****5
P202304228,梁娜,女,57,410104196709081024,城乡居民,漯河市,2020-09-08,退保,梁*,4101****1024,P2023****8
P202302622,冯雪,女,64,410106196002161408,城乡居民,开封市,2020-01-16,在保,冯*,4101****1408,P2023****2
P202300078,苏涛,男,44,410103198003081792,城镇职工,洛阳市,2020-11-16,在保,苏*,4101****1792,P2023****8
P202302899,徐建华,男,44,410202198006265280,灵活就业,南阳市,2022-08-01,在保,徐**,4102****5280,P2023****9
P202301315,彭志强,男,50,410102197410148800,城镇职工,许昌市,2022-06-25,在保,彭**,4101****8800,P2023****5
P202304417,苏强,男,54,410105197003232512,城乡居民,周口市,2022-07-28,在保,苏*,4101****2512,P2023****7
P202300873,宋佳慧,女,25,410105199907259648,城镇职工,新乡市,2022-06-17,在保,宋**,4101****9648,P2023****3
P202303851,傅秀兰,女,40,410104198409223168,城镇职工,商丘市,2020-02-26,在保,傅**,4101****3168,P2023****1
P202304837,赵波,男,41,410105198303283072,城乡居民,鹤壁市,2024-02-23,在保,赵*,4101****3072,P2023****7
P202302966,董芳,女,45,410402197902094080,城镇职工,信阳市,2023-07-21,在保,董*,4104****4080,P2023****6
P202303392,王建华,男,35,410106198903212096,城乡居民,漯河市,2020-03-10,在保,王**,4101****2096,P2023****2
P202302561,孙建华,男,31,410105199310013056,灵活就业,平顶山市,2021-05-08,退保,孙**,4101****3056,P2023****1
P202304947,邓浩然,男,36,410106198804205760,城镇职工,安阳市,2022-12-21,在保,邓**,4101****5760,P2023****7
P202302636,沈梦瑶,女,69,410106195506055360,城镇职工,平顶山市,2023-01-17,在保,沈**,4101****5360,P2023****6
P202303531,李欣怡,女,76,410502194808114432,城镇职工,郑州市,2022-09-11,在保,李**,4105****4432,P2023****1
P202300376,蔡建华,男,36,410402198811125184,城乡居民,鹤壁市,2020-12-14,在保,蔡**,4104****5184,P2023****6
P202301909,马涛,男,28,410103199605029376,城镇职工,漯河市,2023-02-06,在保,马*,4101****9376,P2023****9
P202304377,吴桂英,女,7,410202201710056768,城镇职工,新乡市,2023-08-05,在保,吴**,4102****6768,P2023****7
P202304424,傅芳,女,67,410402195704164096,城乡居民,南阳市,2021-06-05,停保,傅*,4104****4096,P2023****4
P202304028,曹紫薇,女,45,410102197911025792,城乡居民,驻马店市,2020-04-15,在保,曹**,4101****5792,P2023****8
P202301605,杨强,男,41,410103198303044608,城乡居民,开封市,2024-01-20,在保,杨*,4101****4608,P2023****5
P202301119,林佳慧,女,53,410302197107139904,城乡居民,漯河市,2021-06-19,停保,林**,4103****9904,P2023****9
P202303678,徐娟,女,47,410402197701274560,城乡居民,南阳市,2020-03-01,在保,徐*,4104****4560,P2023****8
P202303491,魏紫薇,女,44,410702198007191680,城镇职工,漯河市,2022-04-03,在保,魏**,4107****1680,P2023****1
P202304914,王飞,男,52,410702197208124672,城乡居民,新乡市,2024-05-10,在保,王*,4107****4672,P2023****4
